"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.madewithnestle.ca/","text/html; charset=UTF-8","200","OK","Indexable","","Nestlé Brands' Products, Recipes and News | Made With Nestlé Canada","67","630","We make meals and snacks that complement busy days and warm kips to savour with slow moments. We also make nutrition solutions to help you through different life stages.","169","1114","","0","NESCAFÉ Espresso Concentrate","28","iÖGO Frozen Yogurt","18","NESCAFÉ Espresso Concentrate","28","NESCAFÉ Espresso Concentrate","28","","","","https://www.madewithnestle.ca/","","","","","","214482","24843","24843","9.681","","604","147","4.109","69.181","Normal","2.680","0","0","","172","142","0","100.000","143","80","0","18","15","0","","","","","988e8e0c010abcc9e283ced7bec06ec8","0.992","Fri, 25 Jul 2025 13:35:29 GMT","","","","en","1.1","","","","","","https://www.madewithnestle.ca/","2025-07-25 11:09:25"
"https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/parallax_scrolling/jquery.paroller.js?szxapq","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.343","Sat, 28 Sep 2024 16:56:23 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/parallax_scrolling/jquery.paroller.js?szxapq","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/jquery_ui_effect/effect.js?szxapq","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.337","Sat, 28 Sep 2024 16:56:23 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/jquery_ui_effect/effect.js?szxapq","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/nestle_categoty_choctreats-01-mirage.png?itok=qrX-jhtv","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","28785","28785","28785","11.217","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.365","Wed, 14 Apr 2021 14:28:08 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/nestle_categoty_choctreats-01-mirage.png?itok=qrX-jhtv","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/nestea_en_final.png?itok=p1CQD_cb","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","43647","43647","43647","17.008","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.142","Wed, 14 Apr 2021 14:30:51 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/nestea_en_final.png?itok=p1CQD_cb","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/nestle_categoty_choctreats-01-after8.png?itok=-lguFodn","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","19115","19115","19115","7.449","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.144","Wed, 14 Apr 2021 14:28:08 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/nestle_categoty_choctreats-01-after8.png?itok=-lguFodn","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/2021-02/02a_-_tfg_crepes_960x640%20(1).jpg?itok=9ER8Xbf3","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","9606","9606","9606","3.743","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.142","Wed, 31 Mar 2021 17:51:00 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/2021-02/02a_-_tfg_crepes_960x640%20%281%29.jpg?itok=9ER8Xbf3","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/intersectionobserver/intersection-observer.js?szxapq","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.248","Sat, 28 Sep 2024 16:56:23 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/intersectionobserver/intersection-observer.js?szxapq","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/themes/contrib/stable/css/system/components/system-status-counter.css?szxapq","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","307","307","307","0.120","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.982","Thu, 24 Jul 2025 03:32:07 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/themes/contrib/stable/css/system/components/system-status-counter.css?szxapq","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/modal/inert-polyfill.js?szxapq","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.135","Sat, 28 Sep 2024 16:56:23 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/modal/inert-polyfill.js?szxapq","2025-07-25 11:09:31"
"https://www.madewithnestle.ca/en/nescafe/espresso-concentrates","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","2","","3","1","0","0.700","0","0","0","0","0","0","","","","","","0.908","Fri, 25 Jul 2025 12:27:46 GMT","https://www.madewithnestle.ca/nescafe/espresso-concentrates","HTTP Redirect","","","1.1","","","","","","https://www.madewithnestle.ca/en/nescafe/espresso-concentrates","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/sites/default/files/styles/medium/public/breaking_point_-_bliss_860x460.jpg?itok=nI9DUI26","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","5163","5163","5163","2.012","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.230","Wed, 14 Apr 2021 14:42:31 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/medium/public/breaking_point_-_bliss_860x460.jpg?itok=nI9DUI26","2025-07-25 11:09:31"
"https://www.madewithnestle.ca/modules/patched/dsu_c_core/css/dsu_c_core.css?szxapq","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","417","417","417","0.162","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.815","Thu, 24 Jul 2025 03:32:07 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/modules/patched/dsu_c_core/css/dsu_c_core.css?szxapq","2025-07-25 11:09:31"
"https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/2025-02/drumstick-van-car_ice-creame-brand-menu_4.png?itok=dtr0Ey8Q","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","38292","38292","38292","14.922","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.283","Wed, 26 Feb 2025 11:55:00 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/2025-02/drumstick-van-car_ice-creame-brand-menu_4.png?itok=dtr0Ey8Q","2025-07-25 11:09:31"
"https://www.madewithnestle.ca/turtles","text/html; charset=UTF-8","200","OK","Indexable","","TURTLES | A Canadian Favourite Since 1949","41","390","With creamy caramel, crunchy pecans, and rich chocolate, TURTLES are a delicious way to show someone you care. A decadent treat that makes any occasion more memorable.","167","1122","turtles,confectionary,english","29","","0","","0","Follow us on social media @Turtlesca","36","","0","","","","https://www.madewithnestle.ca/turtles","","","","","","263284","27138","27138","10.575","","489","130","3.762","78.972","Fairly Easy","1.879","1","0","","427","142","0","100.000","204","97","0","20","17","0","","","","","a8a9e5125fd801b5346cfd1dadb06b6e","1.130","Fri, 25 Jul 2025 13:54:31 GMT","","","","en","1.1","","","","","","https://www.madewithnestle.ca/turtles","2025-07-25 11:09:30"
"https://www.madewithnestle.ca/themes/contrib/stable/css/system/components/container-inline.module.css?szxapq","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","154","154","154","0.060","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.870","Thu, 24 Jul 2025 03:32:07 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/themes/contrib/stable/css/system/components/container-inline.module.css?szxapq","2025-07-25 11:09:31"
"https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/category_confectionaryfrozendeserts.png?itok=ShEbc6Uq","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","28824","28824","28824","11.232","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.205","Wed, 14 Apr 2021 14:27:33 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/category_confectionaryfrozendeserts.png?itok=ShEbc6Uq","2025-07-25 11:09:32"
"https://www.madewithnestle.ca/big-turk","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","285","142","0","100.000","0","0","0","0","0","0","","","","","","0.793","","https://www.madewithnestle.ca/complementary-brands","HTTP Redirect","","","1.1","","","","","","https://www.madewithnestle.ca/big-turk","2025-07-25 11:09:32"
"https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/lazyload/lazyload.min.js?szxapq","text/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.188","Tue, 17 Dec 2024 03:58:06 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/cohesion/scripts/lazyload/lazyload.min.js?szxapq","2025-07-25 11:09:32"
"https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/2025-04/Turtles_2024.png?itok=Mf-Oz2OS","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","42900","42900","42900","16.717","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.261","Wed, 16 Apr 2025 16:50:51 GMT","","","","","1.1","","","","","","https://www.madewithnestle.ca/sites/default/files/styles/global_nav_image/public/2025-04/Turtles_2024.png?itok=Mf-Oz2OS","2025-07-25 11:09:33"
